barcode,location,author,title,publisher_code,status,description
31822,CSE,ANDREW S TANENBAUM,DISTRIBUTED OPERATING SYSTEMS,PEARSIONEDUCATION,Available,"A comprehensive guide authored by ANDREW S TANENBAUM, covering key principles and applications related to 'DISTRIBUTED OPERATING SYSTEMS'. Ideal for engineering students and professionals."
31823,CSE,ANDREW S TANENBAUM,DISTRIBUTED OPERATING SYSTEMS,PEARSIONEDUCATION,Available,"A comprehensive guide authored by ANDREW S TANENBAUM, covering key principles and applications related to 'DISTRIBUTED OPERATING SYSTEMS'. Ideal for engineering students and professionals."
31824,CSE,ANDREW S TANENBAUM,DISTRIBUTED OPERATING SYSTEMS,PEARSIONEDUCATION,Available,"A comprehensive guide authored by ANDREW S TANENBAUM, covering key principles and applications related to 'DISTRIBUTED OPERATING SYSTEMS'. Ideal for engineering students and professionals."
31825,CSE,ANDREW S TANENBAUM,DISTRIBUTED OPERATING SYSTEMS,PEARSIONEDUCATION,Not for loan,"A comprehensive guide authored by ANDREW S TANENBAUM, covering key principles and applications related to 'DISTRIBUTED OPERATING SYSTEMS'. Ideal for engineering students and professionals."
31827,IT,MANI SUBRAMANIAN,NETWORK MANAGEMENT,PEARSIONEDUCATION,Available,"A comprehensive guide authored by MANI SUBRAMANIAN, covering key principles and applications related to 'NETWORK MANAGEMENT'. Ideal for engineering students and professionals."
31828,IT,MANI SUBRAMANIAN,NETWORK MANAGEMENT,PEARSIONEDUCATION,Not for loan,"A comprehensive guide authored by MANI SUBRAMANIAN, covering key principles and applications related to 'NETWORK MANAGEMENT'. Ideal for engineering students and professionals."
31829,MCA,CAY S HORSTMANN,CORE JAVE 2,PEARSIONEDUCATION,Not for loan,"A comprehensive guide authored by CAY S HORSTMANN, covering key principles and applications related to 'CORE JAVE 2'. Ideal for engineering students and professionals."
31832,CSE,SAM ANAHORY,DATA WAERHOUSING IN THE WORLD,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by SAM ANAHORY, covering key principles and applications related to 'DATA WAERHOUSING IN THE WORLD'. Ideal for engineering students and professionals."
31833,GEN,KENNETH G BUDINSKI,ENGINEERING MATERIALS,PRENTICEHALL,Available,"A comprehensive guide authored by KENNETH G BUDINSKI, covering key principles and applications related to 'ENGINEERING MATERIALS'. Ideal for engineering students and professionals."
31834,MECH,KENNETH G BUDINSKI,ENGINEERING MATERIALS,PRENTCIE-HALLOFINDIA,Available,"A comprehensive guide authored by KENNETH G BUDINSKI, covering key principles and applications related to 'ENGINEERING MATERIALS'. Ideal for engineering students and professionals."
31835,MECH,KENNETH G BUDINSKI,ENGINEERING MATERIALS,PRENTCIE-HALLOFINDIA,Available,"A comprehensive guide authored by KENNETH G BUDINSKI, covering key principles and applications related to 'ENGINEERING MATERIALS'. Ideal for engineering students and professionals."
31836,MECH,KENNETH G BUDINSKI,ENGINEERING MATERIALS,PRENTCIE-HALLOFINDIA,Available,"A comprehensive guide authored by KENNETH G BUDINSKI, covering key principles and applications related to 'ENGINEERING MATERIALS'. Ideal for engineering students and professionals."
31837,MECH,KENNETH G BUDINSKI,ENGINEERING MATERIALS,PRENTCIE-HALLOFINDIA,Not for loan,"A comprehensive guide authored by KENNETH G BUDINSKI, covering key principles and applications related to 'ENGINEERING MATERIALS'. Ideal for engineering students and professionals."
31838,MATHS,T VEERARAJAN,ENGINEERING MATHEMATICS,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by T VEERARAJAN, covering key principles and applications related to 'ENGINEERING MATHEMATICS'. Ideal for engineering students and professionals."
31839,MATHS,T VEERARAJAN,ENGINEERING MATHM,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by T VEERARAJAN, covering key principles and applications related to 'ENGINEERING MATHM'. Ideal for engineering students and professionals."
31840,CSE,DAVID WHITELEY,E-Commerce,TATAMCGRAWHILL,Not for loan,"A comprehensive guide authored by DAVID WHITELEY, covering key principles and applications related to 'E-Commerce'. Ideal for engineering students and professionals."
31841,CSE,DAVID WHITELEY,E COMEMRCE,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by DAVID WHITELEY, covering key principles and applications related to 'E COMEMRCE'. Ideal for engineering students and professionals."
31842,MBA,WATTS S HUMPHREY,MANAGING THE SOFTWARE PROCESS,PEARSONEDUCATION,Available,"A comprehensive guide authored by WATTS S HUMPHREY, covering key principles and applications related to 'MANAGING THE SOFTWARE PROCESS'. Ideal for engineering students and professionals."
31843,MBA,WATTS S HUMPHREY,MANAGING THE SOFTWARE PROCESS,PEARSONEDUCATION,Available,"A comprehensive guide authored by WATTS S HUMPHREY, covering key principles and applications related to 'MANAGING THE SOFTWARE PROCESS'. Ideal for engineering students and professionals."
31844,MBA,WATTS S HUMPHREY,MANAGING THE SOFTWARE PROCESS,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by WATTS S HUMPHREY, covering key principles and applications related to 'MANAGING THE SOFTWARE PROCESS'. Ideal for engineering students and professionals."
31845,MBA,JOHN T MENTZER,FUNDAMENTALS OF SUPPLY CHAIN MANAGEMENT,RESPONSEBOOKS,Not for loan,"A comprehensive guide authored by JOHN T MENTZER, covering key principles and applications related to 'FUNDAMENTALS OF SUPPLY CHAIN MANAGEMENT'. Ideal for engineering students and professionals."
31846,CSE,SEAN KELLY,DATA WAREHOUSING IN ACTION,JOHNWIILEY&SONS,Not for loan,"A comprehensive guide authored by SEAN KELLY, covering key principles and applications related to 'DATA WAREHOUSING IN ACTION'. Ideal for engineering students and professionals."
31847,CSE,ELLIS HOROWITZ,FUNDAMENTALS OF COMPUTER ALGORITHMS,GALGOTIAPUBLICATIONPVT.LTD,Not for loan,"A comprehensive guide authored by ELLIS HOROWITZ, covering key principles and applications related to 'FUNDAMENTALS OF COMPUTER ALGORITHMS'. Ideal for engineering students and professionals."
31848,CSE,ELLIS HOROWITZ,Computer Algorithms,GALGOTIAPUBLICATIONPVT.LTD,Not for loan,"A comprehensive guide authored by ELLIS HOROWITZ, covering key principles and applications related to 'Computer Algorithms'. Ideal for engineering students and professionals."
31849,MCA,FRANCESCO BALENA,VISUAL BASIC 6.0,VBPUBLISHERS,Available,"A comprehensive guide authored by FRANCESCO BALENA, covering key principles and applications related to 'VISUAL BASIC 6.0'. Ideal for engineering students and professionals."
31850,MCA,FRANCESCO BALENA,VISUAL BASIC 6.0,VBPUBLISHERS,Available,"A comprehensive guide authored by FRANCESCO BALENA, covering key principles and applications related to 'VISUAL BASIC 6.0'. Ideal for engineering students and professionals."
31851,MCA,FRANCESCO BALENA,VISUAL BASIC 6.0,VBPUBLISHERS,Available,"A comprehensive guide authored by FRANCESCO BALENA, covering key principles and applications related to 'VISUAL BASIC 6.0'. Ideal for engineering students and professionals."
31852,MCA,FRANCESCO BALENA,VISUAL BASIC 6.0,VBPUBLISHERS,Available,"A comprehensive guide authored by FRANCESCO BALENA, covering key principles and applications related to 'VISUAL BASIC 6.0'. Ideal for engineering students and professionals."
31853,MCA,FRANCESCO BALENA,VISUAL BASIC 6.0,VBPUBLISHERS,Available,"A comprehensive guide authored by FRANCESCO BALENA, covering key principles and applications related to 'VISUAL BASIC 6.0'. Ideal for engineering students and professionals."
31854,MCA,FRANCESCO BALENA,VISUAL BASIC 6.0,VBPUBLISHERS,Available,"A comprehensive guide authored by FRANCESCO BALENA, covering key principles and applications related to 'VISUAL BASIC 6.0'. Ideal for engineering students and professionals."
31855,MCA,FRANCESCO BALENA,VISUAL BASIC 6.0,VBPUBLISHERS,Available,"A comprehensive guide authored by FRANCESCO BALENA, covering key principles and applications related to 'VISUAL BASIC 6.0'. Ideal for engineering students and professionals."
31856,MCA,FRANCESCO BALENA,VISUAL BASIC 6.0,VBPUBLISHERS,Not for loan,"A comprehensive guide authored by FRANCESCO BALENA, covering key principles and applications related to 'VISUAL BASIC 6.0'. Ideal for engineering students and professionals."
31857,EEE,GEORGE L KUSIC,COMPUTER AIDED POWER SYSTEMS ANALYSIS,PRENTICEHALLOFINDIA,Available,"A comprehensive guide authored by GEORGE L KUSIC, covering key principles and applications related to 'COMPUTER AIDED POWER SYSTEMS ANALYSIS'. Ideal for engineering students and professionals."
31858,EEE,GEORGE L KUSIC,COMPUTER AIDED POWER SYSTEMS ANALYSIS,PRENTICEHALLOFINDIA,Available,"A comprehensive guide authored by GEORGE L KUSIC, covering key principles and applications related to 'COMPUTER AIDED POWER SYSTEMS ANALYSIS'. Ideal for engineering students and professionals."
31859,EEE,GEORGE L KUSIC,COMPUTER AIDED POWER SYSTEMS ANALYSIS,PRENTICEHALLOFINDIA,Available,"A comprehensive guide authored by GEORGE L KUSIC, covering key principles and applications related to 'COMPUTER AIDED POWER SYSTEMS ANALYSIS'. Ideal for engineering students and professionals."
31860,EEE,GEORGE L KUSIC,COMPUTER AIDED POWER SYSTEMS ANALYSIS,PRENTICEHALLOFINDIA,Available,"A comprehensive guide authored by GEORGE L KUSIC, covering key principles and applications related to 'COMPUTER AIDED POWER SYSTEMS ANALYSIS'. Ideal for engineering students and professionals."
31861,EEE,GEORGE L KUSIC,COMPUTER AIDED POWER SYSTEMS ANALYSIS,PRENTICEHALLOFINDIA,Not for loan,"A comprehensive guide authored by GEORGE L KUSIC, covering key principles and applications related to 'COMPUTER AIDED POWER SYSTEMS ANALYSIS'. Ideal for engineering students and professionals."
31867,CSE,ABRAHAM SILBERCHATZ,Database System Concepts,MCGRAW-HILL,Available,"A comprehensive guide authored by ABRAHAM SILBERSCHATZ, covering key principles and applications related to 'Database System Concepts'. Ideal for engineering students and professionals."
31868,CSE,ABRAHAM SILBERSCHATZ,DATABASE SYSTEM CONCEPT,MCGRAW-HILL,Not for loan,"A comprehensive guide authored by ABRAHAM SILBERSCHATZ, covering key principles and applications related to 'DATABASE SYSTEM CONCEPT'. Ideal for engineering students and professionals."
31869,CSE,ABRAHAM SILBERSCHATZ,Database System Concepts,MCGRAW-HILL,Not for loan,"A comprehensive guide authored by ABRAHAM SILBERSCHATZ, covering key principles and applications related to 'Database System Concepts'. Ideal for engineering students and professionals."
31870,CSE,STEVE HOLZNER,PROFESSIONAL VISUAL C+6 PROGRAMMING,"WILEY-DARMTECH,INDIA",Available,"A comprehensive guide authored by STEVE HOLZNER, covering key principles and applications related to 'PROFESSIONAL VISUAL C+6 PROGRAMMING'. Ideal for engineering students and professionals."
31871,CSE,STEVE HOLZNER,PROFESSIONAL VISUAL C+6 PROGRAMMING,"WILEY-DARMTECH,INDIA",Available,"A comprehensive guide authored by STEVE HOLZNER, covering key principles and applications related to 'PROFESSIONAL VISUAL C+6 PROGRAMMING'. Ideal for engineering students and professionals."
31873,CSE,STEVE HOLZNER,PROFESSIONAL VISUAL C+6 PROGRAMMING,"WILEY-DARMTECH,INDIA",Available,"A comprehensive guide authored by STEVE HOLZNER, covering key principles and applications related to 'PROFESSIONAL VISUAL C+6 PROGRAMMING'. Ideal for engineering students and professionals."
31875,CSE,STEVE HOLZNER,PROFESSIONAL VISUAL C+6 PROGRAMMING,"WILEY-DARMTECH,INDIA",Available,"A comprehensive guide authored by STEVE HOLZNER, covering key principles and applications related to 'PROFESSIONAL VISUAL C+6 PROGRAMMING'. Ideal for engineering students and professionals."
31876,CSE,STEVE HOLZNER,PROFESSIONAL VISUAL C+6 PROGRAMMING,"WILEY-DARMTECH,INDIA",Available,"A comprehensive guide authored by STEVE HOLZNER, covering key principles and applications related to 'PROFESSIONAL VISUAL C+6 PROGRAMMING'. Ideal for engineering students and professionals."
31877,CSE,STEVE HOLZNER,PROFESSIONAL VISUAL C+6 PROGRAMMING,"WILEY-DARMTECH,INDIA",Available,"A comprehensive guide authored by STEVE HOLZNER, covering key principles and applications related to 'PROFESSIONAL VISUAL C+6 PROGRAMMING'. Ideal for engineering students and professionals."
31878,CSE,STEVE HOLZNER,PROFESSIONAL VISUAL C+6 PROGRAMMING,"WILEY-DARMTECH,INDIA",Available,"A comprehensive guide authored by STEVE HOLZNER, covering key principles and applications related to 'PROFESSIONAL VISUAL C+6 PROGRAMMING'. Ideal for engineering students and professionals."
31879,CSE,STEVE HOLZNER,PROFESSIONAL VISUAL C+6 PROGRAMMING,"WILEY-DARMTECH,INDIA",Available,"A comprehensive guide authored by STEVE HOLZNER, covering key principles and applications related to 'PROFESSIONAL VISUAL C+6 PROGRAMMING'. Ideal for engineering students and professionals."
31880,CSE,STEVE HOLZNER,PROFESSIONAL VISUAL C+6 PROGRAMMING,"WILEY-DARMTECH,INDIA",Available,"A comprehensive guide authored by STEVE HOLZNER, covering key principles and applications related to 'PROFESSIONAL VISUAL C+6 PROGRAMMING'. Ideal for engineering students and professionals."
31882,CSE,STEVE HOLZNER,PROFESSIONAL VISUAL C+6 PROGRAMMING,"WILEY-DARMTECH,INDIA",Available,"A comprehensive guide authored by STEVE HOLZNER, covering key principles and applications related to 'PROFESSIONAL VISUAL C+6 PROGRAMMING'. Ideal for engineering students and professionals."
31883,CSE,STEVE HOLZNER,PROFESSIONAL VISUAL C+6 PROGRAMMING,"WILEY-DARMTECH,INDIA",Available,"A comprehensive guide authored by STEVE HOLZNER, covering key principles and applications related to 'PROFESSIONAL VISUAL C+6 PROGRAMMING'. Ideal for engineering students and professionals."
31884,CSE,STEVE HOLZNER,PROFESSIONAL VISUAL C+6 PROGRAMMING,"WILEY-DARMTECH,INDIA",Not for loan,"A comprehensive guide authored by STEVE HOLZNER, covering key principles and applications related to 'PROFESSIONAL VISUAL C+6 PROGRAMMING'. Ideal for engineering students and professionals."
31885,MATHS,P KANADASAMY,PROBABILITY STATISTICS AND QUEUEING THEORY,SCHAND,Available,"A comprehensive guide authored by P KANADASAMY, covering key principles and applications related to 'PROBABILITY STATISTICS AND QUEUEING THEORY'. Ideal for engineering students and professionals."
31886,MATHS,P KANADASAMY,PROBABILITY STATISTICS AND QUEUEING THEORY,SCHAND,Available,"A comprehensive guide authored by P KANADASAMY, covering key principles and applications related to 'PROBABILITY STATISTICS AND QUEUEING THEORY'. Ideal for engineering students and professionals."
31887,MATHS,P KANADASAMY,PROBABILITY STATISTICS AND QUEUEING THEORY,SCHAND,Available,"A comprehensive guide authored by P KANADASAMY, covering key principles and applications related to 'PROBABILITY STATISTICS AND QUEUEING THEORY'. Ideal for engineering students and professionals."
31888,MATHS,P KANADASAMY,PROBABILITY STATISTICS AND QUEUEING THEORY,SCHAND,Available,"A comprehensive guide authored by P KANADASAMY, covering key principles and applications related to 'PROBABILITY STATISTICS AND QUEUEING THEORY'. Ideal for engineering students and professionals."
31889,MATHS,P KANADASAMY,PROBABILITY STATISTICS AND QUEUEING THEORY,SCHAND,Available,"A comprehensive guide authored by P KANADASAMY, covering key principles and applications related to 'PROBABILITY STATISTICS AND QUEUEING THEORY'. Ideal for engineering students and professionals."
31890,MATHS,P KANADASAMY,PROBABILITY STATISTICS AND QUEUEING THEORY,SCHAND,Available,"A comprehensive guide authored by P KANADASAMY, covering key principles and applications related to 'PROBABILITY STATISTICS AND QUEUEING THEORY'. Ideal for engineering students and professionals."
31891,MATHS,P KANADASAMY,PROBABILITY STATISTICS AND QUEUEING THEORY,SCHAND,Available,"A comprehensive guide authored by P KANADASAMY, covering key principles and applications related to 'PROBABILITY STATISTICS AND QUEUEING THEORY'. Ideal for engineering students and professionals."
